in_form	prefix_guess	dhatu	palsule_no	prefix	dhatu_check
upavyāyam		yam		upavyā	yam
upavye		vye		upa	vye
upayā		yā		upa	yā
upāyā		upāyā			upāyā
upayam		yam		upa	yam
upāyanīkṛ		upāyanīkṛ			upāyanīkṛ
upayojay		yojay		upa	yojay
upayuj		yuj		upa	yuj
upe		upe			upe
upekṣ		upekṣ			upekṣ
upode		upode			upode
upodgrah		upodgrah			upodgrah
upopaviś		upopaviś			upopaviś
upoṣay		upoṣay			upoṣay
upotthā		upotthā			upotthā
urarīkṛ		urarīkṛ			urarīkṛ
ūrdhvībhū		ūrdhvībhū			ūrdhvībhū
uṣ		uṣ			uṣ
uṣṇīkṛ		uṣṇīkṛ			uṣṇīkṛ
utkacay		utkacay			utkacay
utkamp		utkamp			utkamp
utkaṇṭh		utkaṇṭh			utkaṇṭh
utkaṇṭhay		utkaṇṭhay			utkaṇṭhay
utkarṣay		utkarṣay			utkarṣay
utkhan		utkhan			utkhan
utkleśay		utkleśay			utkleśay
utklid		utklid			utklid
utkliś		utkliś			utkliś
utkṛ		utkṛ			utkṛ
utkram		utkram			utkram
utkrāmay		utkrāmay			utkrāmay
utkṛṣ		utkṛṣ			utkṛṣ
utkṛt		utkṛt			utkṛt
utkruś		utkruś			utkruś
utkṣapay		utkṣapay			utkṣapay
utkṣip		utkṣip			utkṣip
utkṣubh		utkṣubh			utkṣubh
utkūj		utkūj			utkūj
utkuñcay		utkuñcay			utkuñcay
utkup		utkup			utkup
utkvath		utkvath			utkvath
utkvāthay		utkvāthay			utkvāthay
utpācay		utpācay			utpācay
utpad		utpad			utpad
utpāday		utpāday			utpāday
utpaś		utpaś			utpaś
utpat		utpat			utpat
utpātay		utpātay			utpātay
utpāṭay		utpāṭay			utpāṭay
utphālay		utphālay			utphālay
utpīḍay		utpīḍay			utpīḍay
utpiṣ		utpiṣ			utpiṣ
utplāvay		utplāvay			utplāvay
utplu		utplu			utplu
utprekṣ		utprekṣ			utprekṣ
utsad		utsad			utsad
utsāday		utsāday			utsāday
utsah		utsah			utsah
utsāhay		utsāhay			utsāhay
utsāray		utsāray			utsāray
utsic		utsic			utsic
utsmi		utsmi			utsmi
utsṛ		utsṛ			utsṛ
utsṛj		utsṛj			utsṛj
utsṛp		utsṛp			utsṛp
utsu		utsu			utsu
utsveday		utsveday			utsveday
utsvid		utsvid			utsvid
uttam		uttam			uttam
uttambhay		uttambhay			uttambhay
uttaṃsay		uttaṃsay			uttaṃsay
uttānay		uttānay			uttānay
uttap		uttap			uttap
uttāpay		uttāpay			uttāpay
uttāray		uttāray			uttāray
uttejay		uttejay			uttejay
utthā		utthā			utthā
utthāpay		utthāpay			utthāpay
uttolay		uttolay			uttolay
uttṛ		uttṛ			uttṛ
uttras		uttras			uttras
uttrāsay		uttrāsay			uttrāsay
vā		vā			vā
vac		vac			vac
vācay		vācay			vācay
vad		vad			vad
vāday		vāday			vāday
vadh		vadh			vadh
vah		vah			vah
vāhay		vāhay			vāhay
vājīkṛ		vājīkṛ			vājīkṛ
vakrībhū		vakrībhū			vakrībhū
vakrīkṛ		vakrīkṛ			vakrīkṛ
val		val			val
valay		valay			valay
valayīkṛ		valayīkṛ			valayīkṛ
valg		valg			valg
vam		vam			vam
vamay		vamay			vamay
vāmay		vāmay			vāmay
van		van			van
vānarīkṛ		vānarīkṛ			vānarīkṛ
vañc		vañc			vañc
vañcay		vañcay			vañcay
vāñch		vāñch			vāñch
vand		vand			vand
vanday		vanday			vanday
vap		vap			vap
vāpay		vāpay			vāpay
varay		varay			varay
vāray		vāray			vāray
vardhāpay		vardhāpay			vardhāpay
vardhay		vardhay			vardhay
varīkṛ		varīkṛ			varīkṛ
varjay		varjay			varjay
varṣay		varṣay			varṣay
vartay		vartay			vartay
vaś		vaç			vaç
vāś		viç			viç
vaṣaṭkṛ		vaṣaṭkṛ			vaṣaṭkṛ
vāsay		vāsay			vāsay
vaśībhū		vaśībhū			vaśībhū
vaśīkṛ		vaśīkṛ			vaśīkṛ
vaṭakīkṛ		vaṭakīkṛ			vaṭakīkṛ
vaṭīkṛ		vaṭīkṛ			vaṭīkṛ
vāṭīkṛ		vāṭīkṛ			vāṭīkṛ
ve		ve			ve
veday		veday			veday
vedhay		vedhay			vedhay
vejay		vejay			vejay
vell		vell			vell
vepay		vepay			vepay
veṣavārīkṛ		veṣavārīkṛ			veṣavārīkṛ
veśay		veśay			veśay
veṣay		veṣay			veṣay
veṣṭ		veṣṭ			veṣṭ
veṣṭay		veṣṭay			veṣṭay
vī		vī			vī
vibādh		bādh		vi	bādh
vibandh		bandh		vi	bandh
vibandhay		bandhay		vi	bandhay
vibhā		bhā		vi	bhā
vibhaj		bhaj		vi	bhaj
vibhājay		bhājay		vi	bhājay
vibhañj		bhañj		vi	bhañj
vibhās		bhās		vi	bhās
vibhāṣ		bhāṣ		vi	bhāṣ
vibhāvay		bhāvay		vi	bhāvay
vibheday		bheday		vi	bheday
vibheṣ		bheṣ		vi	bheṣ
vibhī		bhī		vi	bhī
vibhid		bhid		vi	bhid
vibhṛ		bhṛ		vi	bhṛ
vibhrāj		bhrāj		vi	bhrāj
vibhrājay		bhrājay		vi	bhrājay
vibhram		bhram		vi	bhram
vibhrāmay		bhrāmay		vi	bhrāmay
vibhraṃś		bhraṃç		vi	bhraṃç
vibhraṃśay		bhraṃśay		vi	bhraṃśay
vibhū		bhū		vi	bhū
vibhuj		bhuj		vi	bhuj
vibhūṣay		bhūṣay		vi	bhūṣay
vibodhay		bodhay		vi	bodhay
vibṛṃh		bṛṃh		vi	bṛṃh
vibrū		brū		vi	brū
vibudh		budh		vi	budh
vicakṣ		cakṣ		vi	cakṣ
vical		cal		vi	cal
vicālay		cālay		vi	cālay
vicar		car		vi	car
vicāray		cāray		vi	cāray
vicchāday		cchāday		vi	cchāday
vicchid		cchid		vi	cchid
viceṣṭ		ceṣṭ		vi	ceṣṭ
viceṣṭay		ceṣṭay		vi	ceṣṭay
vicintay		cintay		vi	cintay
vicitrīkṛ		citrīkṛ		vi	citrīkṛ
vicyu		cyu		vi	cyu
vidah		dah		vi	dah
vidal		dal		vi	dal
viḍamb		ḍamb		vi	ḍamb
viḍambay		ḍambay		vi	ḍambay
vidaṃś		daṃç		vi	daṃç
vidāray		dāray		vi	dāray
vidarśay		darśay		vi	darśay
vidh		vidh			vidh
vidhā		dhā		vi	dhā
vidham		dham		vi	dham
vidhāpay		dhāpay		vi	dhāpay
vidhāray		dhāray		vi	dhāray
vidharṣay		dharṣay		vi	dharṣay
vidhmāpay		dhmāpay		vi	dhmāpay
vidhṛ		dhṛ		vi	dhṛ
vidhū		dhū		vi	dhū
vidhūnay		dhūnay		vi	dhūnay
vidhvaṃs		dhvaṃs		vi	dhvaṃs
vidhvaṃsay		dhvaṃsay		vi	dhvaṃsay
vidīp		dīp		vi	dīp
vidīpay		dīpay		vi	dīpay
vidṛ		dṛ		vi	dṛ
vidrāvay		drāvay		vi	drāvay
vidṛś		dṛç		vi	dṛç
vidru		dru		vi	dru
vidruh		druh		vi	druh
vidu		du		vi	du
viduṣ		duṣ		vi	duṣ
vidūṣay		dūṣay		vi	dūṣay
vidveṣay		dveṣay		vi	dveṣay
vidviṣ		dviṣ		vi	dviṣ
vidyotay		dyotay		vi	dyotay
vidyut		dyut		vi	dyut
vigāh		gāh		vi	gāh
vigal		gal		vi	gal
vigālay		gālay		vi	gālay
vigam		gam		vi	gam
vigaṇay		gaṇay		vi	gaṇay
vigarh		garh		vi	garh
vigarhay		garhay		vi	garhay
vigarj		garj		vi	garj
vigharṣay		gharṣay		vi	gharṣay
vighaṭ		ghaṭ		vi	ghaṭ
vighaṭay		ghaṭay		vi	ghaṭay
vighātay		ghātay		vi	ghātay
vighāṭay		ghāṭay		vi	ghāṭay
vighaṭṭ		ghaṭṭ		vi	ghaṭṭ
vighaṭṭay		ghaṭṭay		vi	ghaṭṭay
vighrā		ghrā		vi	ghrā
vighṛṣ		ghṛṣ		vi	ghṛṣ
vighūrṇ		ghūrṇ		vi	ghūrṇ
vighuṣ		ghuṣ		vi	ghuṣ
viglāpay		glāpay		vi	glāpay
vigrah		grah		vi	grah
vigranth		granth		vi	granth
viguh		guh		vi	guh
viguṇībhū		guṇībhū		vi	guṇībhū
viguṇīkṛ		guṇīkṛ		vi	guṇīkṛ
vihā		hā		vi	hā
vihan		han		vi	han
vihas		has		vi	has
vihiṃs		hiṃs		vi	hiṃs
vihiṃsay		hiṃsay		vi	hiṃsay
vihṛ		hṛ		vi	hṛ
vihūrch		hūrch		vi	hūrch
vihval		hval		vi	hval
vij		vij			vij
vīj		vīj			vīj
vijalp		jalp		vi	jalp
vijan		jan		vi	jan
vijanay		janay		vi	janay
vijanīkṛ		janīkṛ		vi	janīkṛ
vijāray		jāray		vi	jāray
vijarjarīkṛ		jarjarīkṛ		vi	jarjarīkṛ
vījay		vījay			vījay
vijayībhū		jayībhū		vi	jayībhū
viji		ji		vi	ji
vijñā		jñā		vi	jñā
vijñapay		jñapay		vi	jñapay
vijñāpay		jñāpay		vi	jñāpay
vijṛ		jṛ		vi	jṛ
vijṛmbh		jṛmbh		vi	jṛmbh
vijval		jval		vi	jval
vikalīkṛ		kalīkṛ		vi	kalīkṛ
vikalpay		kalpay		vi	kalpay
vikamp		kamp		vi	kamp
vikampay		kampay		vi	kampay
vikāṅkṣ		kāṅkṣ		vi	kāṅkṣ
vikarṣay		karṣay		vi	karṣay
vikartay		kartay		vi	kartay
vikas		kas		vi	kas
vikāś		kāç		vi	kāç
vikāsay		kāsay		vi	kāsay
vikathay		kathay		vi	kathay
vikatth		katth		vi	katth
vikhyā		khyā		vi	khyā
vikhyāpay		khyāpay		vi	khyāpay
viklavībhū		klavībhū		vi	klavībhū
viklid		klid		vi	klid
vikliś		kliç		vi	kliç
vik�p		k�p		vi	k�p
vikram		kram		vi	kram
vikramay		kramay		vi	kramay
vikrāpay		krāpay		vi	krāpay
vikrī		krī		vi	krī
vikrīḍ		krīḍ		vi	krīḍ
vikṛntay		kṛntay		vi	kṛntay
vikṛṣ		kṛṣ		vi	kṛṣ
vikṛt		kṛt		vi	kṛt
vikruś		kruç		vi	kruç
vīkṣ		vīkṣ			vīkṣ
vikṣan		kṣan		vi	kṣan
vikṣar		kṣar		vi	kṣar
vīkṣay		vīkṣay			vīkṣay
vikṣip		kṣip		vi	kṣip
vikṣobhay		kṣobhay		vi	kṣobhay
vikūj		kūj		vi	kūj
vikuñcay		kuñcay		vi	kuñcay
vikuṣ		kuṣ		vi	kuṣ
vikuṭṭay		kuṭṭay		vi	kuṭṭay
vikvāthay		kvāthay		vi	kvāthay
vilag		lag		vi	lag
vilajj		lajj		vi	lajj
vilakṣay		lakṣay		vi	lakṣay
vilamb		lamb		vi	lamb
vilaṅgh		laṅgh		vi	laṅgh
vilaṅghay		laṅghay		vi	laṅghay
vilap		lap		vi	lap
vilāpay		lāpay		vi	lāpay
vilas		las		vi	las
vilasay		lasay		vi	lasay
vilāsay		lāsay		vi	lāsay
vilekhay		lekhay		vi	lekhay
vilepay		lepay		vi	lepay
vilī		lī		vi	lī
vilih		lih		vi	lih
vilikh		likh		vi	likh
vilip		lip		vi	lip
vilobhay		lobhay		vi	lobhay
viloḍay		loḍay		vi	loḍay
vilokay		lokay		vi	lokay
vilolay		lolay		vi	lolay
vilopay		lopay		vi	lopay
vilū		lū		vi	lū
vilul		lul		vi	lul
vilup		lup		vi	lup
viluṭh		luṭh		vi	luṭh
vimā		mā		vi	mā
vimadīkṛ		madīkṛ		vi	madīkṛ
vimalīkṛ		malīkṛ		vi	malīkṛ
vimānay		mānay		vi	mānay
vimāray		māray		vi	māray
vimarday		marday		vi	marday
vimarjay		marjay		vi	marjay
vimarśay		marśay		vi	marśay
vimath		math		vi	math
vimlā		mlā		vi	mlā
vimlāpay		mlāpay		vi	mlāpay
vimocay		mocay		vi	mocay
vimohay		mohay		vi	mohay
vimokṣay		mokṣay		vi	mokṣay
vimṛd		mṛd		vi	mṛd
vimṛj		mṛj		vi	mṛj
vimṛś		mṛç		vi	mṛç
vimṛṣ		mṛṣ		vi	mṛṣ
vimuc		muc		vi	muc
vimuh		muh		vi	muh
vimukhīkṛ		mukhīkṛ		vi	mukhīkṛ
vimūlay		mūlay		vi	mūlay
vimūrch		mūrch		vi	mūrch
vimūrchay		mūrchay		vi	mūrchay
vinad		nad		vi	nad
vināday		nāday		vi	nāday
vinam		nam		vi	nam
vinamay		namay		vi	namay
vināmay		nāmay		vi	nāmay
vinard		nard		vi	nard
vinaś		naç		vi	naç
vināśay		nāśay		vi	nāśay
vinī		nī		vi	nī
vinibandh		bandh		vini	bandh
vinibudh		budh		vini	budh
vinici		ci		vini	ci
vinidhā		dhā		vini	dhā
vinidhāpay		dhāpay		vini	dhāpay
vinidhvaṃs		dhvaṃs		vini	dhvaṃs
vinigaḍīkṛ		gaḍīkṛ		vini	gaḍīkṛ
vinigrah		grah		vini	grah
viniguh		guh		vini	guh
vinihan		han		vini	han
viniḥkṣip		kṣip		viniḥ	kṣip
vinihnu		hnu		vini	hnu
vinihṛ		hṛ		vini	hṛ
viniḥsāray		sāray		viniḥ	sāray
viniḥsṛ		sṛ		viniḥ	sṛ
viniḥsṛj		sṛj		viniḥ	sṛj
viniḥsru		sru		viniḥ	sru
viniḥśvas		çvas		viniḥ	çvas
vinikartay		kartay		vini	kartay
vinikṛt		kṛt		vini	kṛt
vinikṣan		kṣan		vini	kṣan
vinikṣip		kṣip		vini	kṣip
vinimā		mā		vini	mā
vinimajj		majj		vini	majj
vinimīlay		mīlay		vini	mīlay
vinind		nind		vi	nind
vinipad		pad		vini	pad
vinipat		pat		vini	pat
vinipātay		pātay		vini	pātay
vinipiṣ		piṣ		vini	piṣ
vinirbandh		rbandh		vini	rbandh
vinirbhā		rbhā		vini	rbhā
vinirbhañj		rbhañj		vini	rbhañj
vinirbharts		rbharts		vini	rbharts
vinirbhid		rbhid		vini	rbhid
vinirbhrāmay		rbhrāmay		vini	rbhrāmay
vinirbhuj		rbhuj		vini	rbhuj
vinirdah		rdah		vini	rdah
vinirdham		rdham		vini	rdham
vinirdhū		rdhū		vini	rdhū
vinirdiś		rdiś		vini	rdiś
vinirgam		rgam		vini	rgam
vinirhan		rhan		vini	rhan
vinirhṛ		rhṛ		vini	rhṛ
vinirji		rji		vini	rji
vinirlikh		rlikh		vini	rlikh
vinirmā		rmā		vini	rmā
vinirmajj		rmajj		vini	rmajj
vinirmathay		rmathay		vini	rmathay
vinirmuc		rmuc		vini	rmuc
vinirṇī		rṇī		vini	rṇī
vinirudh		rudh		vini	rudh
vinirvṛ		rvṛ		vini	rvṛ
vinirvṛt		rvṛt		vini	rvṛt
viniryā		ri		vinir	ri
viniścar		çcar		vini	çcar
viniści		ści		vini	ści
viniṣkram		ṣkram		vini	ṣkram
viniṣkṛṣ		ṣkṛṣ		vini	ṣkṛṣ
viniṣkṛt		ṣkṛt		vini	ṣkṛt
viniṣpad		ṣpad		vini	ṣpad
viniṣpat		ṣpat		vini	ṣpat
viniṣpīḍay		ṣpīḍay		vini	ṣpīḍay
viniṣpiṣ		ṣpiṣ		vini	ṣpiṣ
vinisru		ru		vinis	ru
viniṣṭan		ṣṭan		vini	ṣṭan
viniṣṭhāpay		ṣṭhāpay		vini	ṣṭhāpay
viniṣṭhiv		ṣṭhiv		vini	ṣṭhiv
vinistṛ		tṛ		vinis	tṛ
viniṣūday		ṣūday		vini	ṣūday
viniśvas		çvas		vini	çvas
vinivāray		vāray		vini	vāray
vinivartay		vartay		vini	vartay
viniveday		veday		vini	veday
viniveśay		veśay		vini	veśay
viniviś		viç		vini	viç
vinivṛt		vṛt		vini	vṛt
viniyam		yam		vini	yam
viniyojay		yojay		vini	yojay
viniyuj		yuj		vini	yuj
vinoday		noday		vi	noday
vinud		nud		vi	nud
vinyas		as		viny	as
vip		vip			vip
vipac		pac		vi	pac
vipācay		pācay		vi	pācay
vipad		pad		vi	pad
vipāday		pāday		vi	pāday
vipaṇ		paṇ		vi	paṇ
viparī		parī		vi	parī
viparicchid		cchid		vipari	cchid
viparidhā		dhā		vipari	dhā
viparidhāpay		dhāpay		vipari	dhāpay
viparidhāv		dhāv		vipari	dhāv
viparikram		kram		vipari	kram
viparikṛṣ		kṛṣ		vipari	kṛṣ
viparimuc		muc		vipari	muc
viparitap		tap		vipari	tap
viparivartay		vartay		vipari	vartay
viparivṛt		vṛt		vipari	vṛt
viparyas		as		vipary	as
vipaś		paç		vi	paç
vipat		pat		vi	pat
vipātay		pātay		vi	pātay
vipāṭay		pāṭay		vi	pāṭay
vipeṣay		peṣay		vi	peṣay
viphal		phal		vi	phal
viphalīkṛ		phalīkṛ		vi	phalīkṛ
vipiṣ		piṣ		vi	piṣ
viplāvay		plāvay		vi	plāvay
viplu		plu		vi	plu
vipothay		pothay		vi	pothay
viprabhāṣ		bhāṣ		vipra	bhāṣ
viprabudh		budh		vipra	budh
vipradah		dah		vipra	dah
vipradhāv		dhāv		vipra	dhāv
vipradru		dru		vipra	dru
vipraduṣ		duṣ		vipra	duṣ
vipragam		gam		vipra	gam
vipraghuṣ		ghuṣ		vipra	ghuṣ
viprahā		hā		vipra	hā
viprahan		han		vipra	han
viprakāś		kāç		vipra	kāç
viprakṛṣ		kṛṣ		vipra	kṛṣ
vipralabh		labh		vipra	labh
vipralambhay		lambhay		vipra	lambhay
vipralap		lap		vipra	lap
vipraloḍay		loḍay		vipra	loḍay
vipralup		lup		vipra	lup
vipramocay		mocay		vipra	mocay
vipramohay		mohay		vipra	mohay
vipramṛj		mṛj		vipra	mṛj
vipramuc		muc		vipra	muc
vipramuh		muh		vipra	muh
vipraṇaś		ṇaś		vipra	ṇaś
vipraṇāśay		ṇāśay		vipra	ṇāśay
vipraṇī		ṇī		vipra	ṇī
viprasad		sad		vipra	sad
vipraṣic		ṣic		vipra	ṣic
viprasṛ		sṛ		vipra	sṛ
viprasṛj		sṛj		vipra	sṛj
viprasthā		sthā		vipra	sthā
viprath		prath		vi	prath
viprathay		thay		vipra	thay
vipratijñā		jñā		viprati	jñā
vipratipad		pad		viprati	pad
vipratiṣidh		ṣidh		viprati	ṣidh
vipravas		vas		vipra	vas
vipravāsay		vāsay		vipra	vāsay
vipravyadh		vyadh		vipra	vyadh
viprayā		yā		vipra	yā
viprayojay		yojay		vipra	yojay
viprayuj		yuj		vipra	yuj
vipre		prī		vi	prī
viprekṣ		prekṣ		vi	prekṣ
vipruṣ		pruṣ		vi	pruṣ
vipū		pū		vi	pū
vipūray		pūray		vi	pūray
virac		ṛc		vir	ṛc
viracay		racay		vi	racay
virad		rad		vi	rad
virādh		rādh		vi	rādh
virah		rah		vi	rah
virahīkṛ		rahīkṛ		vi	rahīkṛ
virāj		rāj		vi	rāj
virājay		rājay		vi	rājay
viralīkṛ		ralīkṛ		vi	ralīkṛ
viram		ram		vi	ram
viramay		ramay		vi	ramay
virañj		rañj		vi	rañj
virañjay		rañjay		vi	rañjay
virasīkṛ		rasīkṛ		vi	rasīkṛ
virathīkṛ		rathīkṛ		vi	rathīkṛ
virāvay		rāvay		vi	rāvay
virecay		recay		vi	recay
viric		ric		vi	ric
viriṣ		riṣ		vi	riṣ
virodhay		rodhay		vi	rodhay
viropay		ropay		vi	ropay
viru		ru		vi	ru
viruc		ruc		vi	ruc
virud		rud		vi	rud
virudh		rudh		vi	rudh
viruh		ruh		vi	ruh
viruj		ruj		vi	ruj
virūkṣībhū		rūkṣībhū		vi	rūkṣībhū
viś		viç			viç
viṣ		viṣ			viṣ
viṣā		ṣā		vi	ṣā
viṣad		ṣad		vi	ṣad
viṣāday		ṣāday		vi	ṣāday
viṣah		ṣah		vi	ṣah
viśak		çak		vi	çak
viśakalīkṛ		śakalīkṛ		vi	śakalīkṛ
viśalīkṛ		śalīkṛ		vi	śalīkṛ
visaṃhan		han		visaṃ	han
viṣamīkṛ		ṣamīkṛ		vi	ṣamīkṛ
visaṃmuh		muh		visaṃ	muh
viśaṃs		çaṃs		vi	çaṃs
visaṃvad		vad		visaṃ	vad
visaṃvāday		vāday		visaṃ	vāday
visaṃyuj		yuj		visaṃ	yuj
viṣañj		ṣañj		vi	ṣañj
viśaṅk		çaṅk		vi	çaṅk
viśaṅkay		śaṅkay		vi	śaṅkay
visāray		sāray		vi	sāray
visarjay		rjay		visa	rjay
visarpay		rpay		visa	rpay
viśās		çās		vi	çās
viśātay		śātay		vi	śātay
viṣayībhū		ṣayībhū		vi	ṣayībhū
viṣayīkṛ		ṣayīkṛ		vi	ṣayīkṛ
viśeṣay		śeṣay		vi	śeṣay
viṣībhū		ṣībhū		vi	ṣībhū
viśiṣ		çiṣ		vi	çiṣ
viskhal		skhal		vi	skhal
viśleṣay		śleṣay		vi	śleṣay
viśliṣ		çliṣ		vi	çliṣ
vismāpay		smāpay		vi	smāpay
vismāray		smāray		vi	smāray
vismi		smi		vi	smi
vismṛ		smṛ		vi	smṛ
viśodhay		śodhay		vi	śodhay
viśoṣay		śoṣay		vi	śoṣay
vispand		spand		vi	spand
visphāray		sphāray		vi	sphāray
visphoṭay		sphoṭay		vi	sphoṭay
visphur		sphur		vi	sphur
visphūrj		sphūrj		vi	sphūrj
visphuṭ		sphuṭ		vi	sphuṭ
vispṛdh		spṛdh		vi	spṛdh
vispṛś		spṛç		vi	spṛç
visṛ		sṛ		vi	sṛ
viśṛ		çṛ		vi	çṛ
viśram		çram		vi	çram
viśramay		śramay		vi	śramay
viśrāmay		śrāmay		vi	śrāmay
viśrambh		çrambh		vi	çrambh
viśrambhay		śrambhay		vi	śrambhay
visraṃs		sraṃs		vi	sraṃs
visraṃsay		sraṃsay		vi	sraṃsay
visrāvay		srāvay		vi	srāvay
viśrāvay		śrāvay		vi	śrāvay
visṛj		sṛj		vi	sṛj
visṛp		sṛp		vi	sṛp
visru		sru		vi	sru
viśru		çru		vi	çru
viṣṭambh		ṣṭambh		vi	ṣṭambh
viṣṭambhay		ṣṭambhay		vi	ṣṭambhay
vistāray		stāray		vi	stāray
viṣṭhā		ṣṭhā		vi	ṣṭhā
vistṛ		stṛ		vi	stṛ
viṣū		ṣū		vi	ṣū
viśubh		çubh		vi	çubh
viśudh		çudh		vi	çudh
viśuṣ		çuṣ		vi	çuṣ
viśvas		çvas		vi	çvas
viśvāsay		śvāsay		vi	śvāsay
viṣyand		ṣyand		vi	ṣyand
viṣyanday		ṣyanday		vi	ṣyanday
vitāḍay		tāḍay		vi	tāḍay
vitan		tan		vi	tan
vitāray		tāray		vi	tāray
vitathīkṛ		tathīkṛ		vi	tathīkṛ
vitṛ		tṛ		vi	tṛ
vitras		tras		vi	tras
vitrāsay		trāsay		vi	trāsay
vitṛp		tṛp		vi	tṛp
vitud		tud		vi	tud
vituṣīkṛ		tuṣīkṛ		vi	tuṣīkṛ
vivā		vā		vi	vā
vivac		vac		vi	vac
vivad		vad		vi	vad
vivāday		vāday		vi	vāday
vivah		vah		vi	vah
vivāhay		vāhay		vi	vāhay
vivañc		vañc		vi	vañc
vivardhay		vardhay		vi	vardhay
vivarjay		varjay		vi	varjay
vivartay		vartay		vi	vartay
vivāsay		vāsay		vi	vāsay
vivaśīkṛ		vaśīkṛ		vi	vaśīkṛ
vivecay		vecay		vi	vecay
viveṣṭ		veṣṭ		vi	veṣṭ
viveṣṭay		veṣṭay		vi	veṣṭay
vivic		vic		vi	vic
vivij		vij		vi	vij
vivṛ		vṛ		vi	vṛ
vivraśc		vraçc		vi	vraçc
vivṛdh		vṛdh		vi	vṛdh
vivṛṣ		vṛṣ		vi	vṛṣ
vivṛt		vṛt		vi	vṛt
vivyadh		vyadh		vi	vyadh
viyā		yā		vi	yā
viyat		yat		vi	yat
viyojay		yojay		vi	yojay
viyu		yu		vi	yu
viyuj		yuj		vi	yuj
vraj		vraj			vraj
vraśc		vraçc			vraçc
vṛddhīkṛ		vṛddhīkṛ			vṛddhīkṛ
vṛdh		vṛdh			vṛdh
vrīḍ		vrīḍ			vrīḍ
vrīḍay		vrīḍay			vrīḍay
vṛj		vṛj			vṛj
vṛṣ		vṛṣ			vṛṣ
vṛt		vṛt			vṛt
vyābhaṣ		bhaṣ		vyā	bhaṣ
vyābhāṣ		bhāṣ		vyā	bhāṣ
vyabhicar		car		vyabhi	car
vyabhicāray		cāray		vyabhi	cāray
vyācakṣ		cakṣ		vyā	cakṣ
vyādā		dā		vyā	dā
vyadh		vyadh			vyadh
vyādhā		dhā		vyā	dhā
vyadhay		dhi		vyad	dhi
vyādhū		dhū		vyā	dhū
vyādiś		diç		vyā	diç
vyādṛś		dṛç		vyā	dṛç
vyāghātay		ghātay		vyā	ghātay
vyāghoṣay		ghoṣay		vyā	ghoṣay
vyāghūrṇ		ghūrṇ		vyā	ghūrṇ
vyāghuṣ		ghuṣ		vyā	ghuṣ
vyāhan		han		vyā	han
vyāhāray		hāray		vyā	hāray
vyāharṣay		harṣay		vyā	harṣay
vyāhṛ		hṛ		vyā	hṛ
vyākhyā		khyā		vyā	khyā
vyākhyāpay		khyāpay		vyā	khyāpay
vyākṛ		kṛ		vyā	kṛ
vyākram		kram		vyā	kram
vyākṛṣ		kṛṣ		vyā	kṛṣ
vyākruś		kruç		vyā	kruç
vyākṣip		kṣip		vyā	kṣip
vyaktībhū		ktībhū		vya	ktībhū
vyaktīkṛ		ktīkṛ		vya	ktīkṛ
vyākulībhū		kulībhū		vyā	kulībhū
vyākulīkṛ		kulīkṛ		vyā	kulīkṛ
vyālamb		lamb		vyā	lamb
vyālībhū		lībhū		vyā	lībhū
vyālup		lup		vyā	lup
vyāmīlay		mīlay		vyā	mīlay
vyamlībhū		mlībhū		vya	mlībhū
vyāmohay		mohay		vyā	mohay
vyāmṛj		mṛj		vyā	mṛj
vyānāmay		nāmay		vyā	nāmay
vyaṅgīkṛ		ṅgīkṛ		vya	ṅgīkṛ
vyañj		añj		vy	añj
vyañjay		ñjay		vya	ñjay
vyanunāday		nāday		vyanu	nāday
vyanusṛ		sṛ		vyanu	sṛ
vyāp		vip		v	vip
vyapacar		car		vyapa	car
vyāpad		pad		vyā	pad
vyāpāday		pāday		vyā	pāday
vyapadiś		diç		vyapa	diç
vyapadru		dru		vyapa	dru
vyapagam		gam		vyapa	gam
vyapahā		hā		vyapa	hā
vyapahan		han		vyapa	han
vyapahṛ		hṛ		vyapa	hṛ
vyapāhṛ		hṛ		vyapā	hṛ
vyapakram		kram		vyapa	kram
vyapakṛṣ		kṛṣ		vyapa	kṛṣ
vyapamṛj		mṛj		vyapa	mṛj
vyapamṛṣ		mṛṣ		vyapa	mṛṣ
vyapanāśay		nāśay		vyapa	nāśay
vyapanī		nī		vyapa	nī
vyapanud		nud		vyapa	nud
vyapānud		nud		vyapā	nud
vyāpāray		pāray		vyā	pāray
vyaparopay		ropay		vyapa	ropay
vyapās		s		vyapā	s
vyapāśri		çri		vyapā	çri
vyapasṛp		sṛp		vyapa	sṛp
vyāpat		pat		vyā	pat
vyāpātay		pātay		vyā	pātay
vyapatrap		trap		vyapa	trap
vyapavah		vah		vyapa	vah
vyapavṛt		vṛt		vyapa	vṛt
vyapavyadh		vyadh		vyapa	vyadh
vyāpay		pay		vyā	pay
vyapayā		yā		vyapa	yā
vyape		pi		vya	pi
vyapekṣ		pekṣ		vya	pekṣ
vyapoh		poh		vya	poh
vyapojh		pojh		vya	pojh
vyāprī		prī		vyā	prī
vyarthīkṛ		rthīkṛ		vya	rthīkṛ
vyas		vis		v	vis
vyaś		viç		v	viç
vyāsañj		sañj		vyā	sañj
vyāsidh		sidh		vyā	sidh
vyāsthā		sthā		vyā	sthā
vyātan		tan		vyā	tan
vyath		vyath			vyath
vyathay		thay		vya	thay
vyatī		tī		vya	tī
vyatibhid		bhid		vyati	bhid
